Claim,LLM_Response,Fact-Check Verdict,FEVER Label
Java is in Indonesia and was formed by volcanic eruptions Pleistocene Era.,yes,NOT ENOUGH INFO,NOT ENOUGH INFO
See.SZA.Run is just impacted by soul,no,REFUTES,REFUTES
One of the former owners of A.C. Milan was ranked in the top 200 richest people in the world at the same time that Milan hosted the Universal Exposition.,no,REFUTES,REFUTES
One of the former owners of A.C. Milan was ranked in the top 200 richest people in the world at the same time that Milan hosted the Universal Exposition.,no,REFUTES,REFUTES
One of the former owners of A.C. Milan was ranked in the top 200 richest people in the world at the same time that Milan hosted the Universal Exposition.,no,REFUTES,REFUTES
There does not exist an exact adaptation of the video game series that goes by the name of Resident Evil.,no,SUPPORTS,SUPPORTS
"There exists a division of a European company, it goes by the name of Mercedes-Benz.",yes,SUPPORTS,SUPPORTS
"There exists a singer, it goes by the name of Eric Bana.",yes,SUPPORTS,NOT ENOUGH INFO
Simon Cowell was a part of a reality exhibition,Simon Cowell was not a reality show.,REFUTES,SUPPORTS
Simon Cowell was a part of a reality exhibition,Simon Cowell was not a reality show.,REFUTES,SUPPORTS
Simon Cowell was a part of a reality exhibition,Simon Cowell was not a reality show.,REFUTES,SUPPORTS
Simon Cowell was a part of a reality exhibition,Simon Cowell was not a reality show.,REFUTES,SUPPORTS
Simon Cowell was a part of a reality exhibition,Simon Cowell was not a reality show.,REFUTES,SUPPORTS
Bhagat Singh was an Indian citizen born in Punjab.,"Bhagat Singh was born in Punjab, India.",SUPPORTS,NOT ENOUGH INFO
Several awards have been given to Bala for his labor,"Yes, he has been awarded several awards for his labor.",SUPPORTS,SUPPORTS
"There is a form of cancer, it is called The United States dollar.",no,REFUTES,NOT ENOUGH INFO
"There is a form of cancer, it is called The United States dollar.",no,REFUTES,NOT ENOUGH INFO
"There is a form of cancer, it is called The United States dollar.",no,REFUTES,NOT ENOUGH INFO
"There is a form of cancer, it is called The United States dollar.",no,REFUTES,NOT ENOUGH INFO
"There is a form of cancer, it is called The United States dollar.",no,REFUTES,NOT ENOUGH INFO
James Earl Jones was a voice actor in a movie and was a member of the team.,yes,SUPPORTS,NOT ENOUGH INFO
The singer of the song Despacito does not use his band's name on stage.,no,SUPPORTS,NOT ENOUGH INFO
There exists an Afroasiatic language called The Maltese language.,"no, it is a slang term for a language that is not in the Afroasiatic family.",REFUTES,NOT ENOUGH INFO
There exists an Afroasiatic language called The Maltese language.,"no, it is a slang term for a language that is not in the Afroasiatic family.",REFUTES,NOT ENOUGH INFO
There exists an Afroasiatic language called The Maltese language.,"no, it is a slang term for a language that is not in the Afroasiatic family.",REFUTES,NOT ENOUGH INFO
There exists an Afroasiatic language called The Maltese language.,"no, it is a slang term for a language that is not in the Afroasiatic family.",REFUTES,NOT ENOUGH INFO
There exists a bear that goes by the name of Jonah Hill.,no,REFUTES,REFUTES
Austin Lee Russells is the factual name of Chumlee,"No, Chumlee is a fictional character.",REFUTES,SUPPORTS
There is a public school called PBS.,no,REFUTES,NOT ENOUGH INFO
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 3 years after 1989.,yes,SUPPORTS,SUPPORTS
Papercut is a song by Russian-German DJ Zedd,yes,SUPPORTS,SUPPORTS
"There does not exist a city in Middlesex County that goes by the name of Watertown, Massachusetts.",no,SUPPORTS,REFUTES
"There is a novel by Charles Dickens written in the 1850s, they are called Little Dorrit.",yes,SUPPORTS,SUPPORTS
There does not exist a phone called Agent Raghav – Crime Branch.,no,SUPPORTS,SUPPORTS
There does not exist a phone called Agent Raghav – Crime Branch.,no,SUPPORTS,SUPPORTS
There does not exist a phone called Agent Raghav – Crime Branch.,no,SUPPORTS,SUPPORTS
There does not exist a phone called Agent Raghav – Crime Branch.,no,SUPPORTS,SUPPORTS
The Challenge XXX Dirty 30 is a season of an American TV exhibit,yes,SUPPORTS,SUPPORTS
The Challenge XXX Dirty 30 is a season of an American TV exhibit,yes,SUPPORTS,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
The controlling shareholder of Mediaset was ranked in the top 15 most powerful people after the company began broadcasting.,no,REFUTES,SUPPORTS
Internet access is required to access Facebook and servers and access started in the United States of America.,yes,SUPPORTS,NOT ENOUGH INFO
Kevin Bacon acted in The Woodsman when he was 93 years old and appeared in a film Barry Levinson directed.,no,REFUTES,REFUTES
Kevin Bacon acted in The Woodsman when he was 93 years old and appeared in a film Barry Levinson directed.,no,REFUTES,REFUTES
Kevin Bacon acted in The Woodsman when he was 93 years old and appeared in a film Barry Levinson directed.,no,REFUTES,REFUTES
In the country Czech Republic Blank Space is on a superior 10 list,yes,SUPPORTS,NOT ENOUGH INFO
The Endless River is a the first studio album by a band founded in 1965 by  Syd Barrett and others,no,REFUTES,REFUTES
The Endless River is a the first studio album by a band founded in 1965 by  Syd Barrett and others,no,REFUTES,REFUTES
"There is a Latin word, it is called Aristocracy.",yes,SUPPORTS,NOT ENOUGH INFO
Chris Bosh was incapable of winning his first NFL Finals title in the year when Obama was first elected as a president.,no,SUPPORTS,NOT ENOUGH INFO
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
"There exists a real person, it goes by the name of Daenerys Targaryen.",yes,SUPPORTS,REFUTES
Charles Howard Hinton wasn't a math expert from Britain.,no,SUPPORTS,REFUTES
"There existed a critical failure with 20% on Rotten Tomatoes, it went by the name of Vampire Academy.",yes,SUPPORTS,NOT ENOUGH INFO
The area of Khuldabad is larger than the area of Province of Huelva.,no,REFUTES,REFUTES
The area of Khuldabad is larger than the area of Province of Huelva.,no,REFUTES,REFUTES
The area of Khuldabad is larger than the area of Province of Huelva.,no,REFUTES,REFUTES
Jean-Jacques Dessalines was the first ruler of independent Hati in the 1800s.,no,REFUTES,SUPPORTS
You Only Live Twice is the first James Bond film directed by Lewis Gilbert in the 1970s.,yes,SUPPORTS,REFUTES
You Only Live Twice is the first James Bond film directed by Lewis Gilbert in the 1970s.,yes,SUPPORTS,REFUTES
There did not exist a documentary film about the death of Bruce Willis called A Good Day to Die Hard.,no,SUPPORTS,SUPPORTS
The Woman in Black was abandoned by Hammer Film Productions before 2020 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
The Woman in Black was abandoned by Hammer Film Productions before 2020 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
The Woman in Black was abandoned by Hammer Film Productions before 2020 in favor of working on Freddie vs. Jason.,no,SUPPORTS,REFUTES
There exists a publication of university rankings by Times Higher Education (THE) magazine called Times Higher Education World University Rankings.,yes,SUPPORTS,SUPPORTS
There exists a publication of university rankings by Times Higher Education (THE) magazine called Times Higher Education World University Rankings.,yes,SUPPORTS,SUPPORTS
Southampton F.C. came in second in the First Division before 1990 -- 1984.,yes,SUPPORTS,SUPPORTS
Inside Llewyn Davis was screened for the festival which was named until 2002 as the International Film Festival,yes,SUPPORTS,SUPPORTS
Inside Llewyn Davis was screened for the festival which was named until 2002 as the International Film Festival,yes,SUPPORTS,SUPPORTS
There exists an episode of a TV series called The Challenge XXX: Dirty 30.,yes,SUPPORTS,REFUTES
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Victor Frankenstein is not a piano tuning company.,no,SUPPORTS,SUPPORTS
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
Colin Kaepernick is a person who plays soccer,"No, he is a football player.",REFUTES,NOT ENOUGH INFO
The Master Race is a 1944 American drama film.,yes,SUPPORTS,SUPPORTS
"Pristane is insoluble in water, but also soluble in methanol and ethanol.",yes,SUPPORTS,NOT ENOUGH INFO
The Adventures of Pluto Nash stars at least somebody that was born in the 20th century,yes,SUPPORTS,SUPPORTS
The Adventures of Pluto Nash stars at least somebody that was born in the 20th century,yes,SUPPORTS,SUPPORTS
"There exists a song that Lynyrd Skynyrd wrote in reply to Neil Young's song Alabama, it goes by the name of Sweet Home Alabama.",yes,SUPPORTS,SUPPORTS
"There exists a song that Lynyrd Skynyrd wrote in reply to Neil Young's song Alabama, it goes by the name of Sweet Home Alabama.",yes,SUPPORTS,SUPPORTS
The sympony written by Mykola Ovsianiko-Kulikovsky in 1809 contains Ukrainian folk songs.,no,REFUTES,REFUTES
The sympony written by Mykola Ovsianiko-Kulikovsky in 1809 contains Ukrainian folk songs.,no,REFUTES,REFUTES
The sympony written by Mykola Ovsianiko-Kulikovsky in 1809 contains Ukrainian folk songs.,no,REFUTES,REFUTES
Uganda is north of Europe and was once under rule.,no,REFUTES,NOT ENOUGH INFO
There was a kingdom in the Caucasus and they are significant called Georgians arose from a place that.,yes,SUPPORTS,NOT ENOUGH INFO
"There is a comedy, it is called Sausage Party.",yes,SUPPORTS,SUPPORTS
"There is a comedy, it is called Sausage Party.",yes,SUPPORTS,SUPPORTS
"There is a comedy, it is called Sausage Party.",yes,SUPPORTS,SUPPORTS
"There is a comedy, it is called Sausage Party.",yes,SUPPORTS,SUPPORTS
Sweet Home Alabama was drafted in reply to Neil Young's song Southern Man,"No, it was a response to the song ""Southern Man"" by Neil Young.",SUPPORTS,SUPPORTS
